run,cores,variant,location,load,query,count,mean_ms,p50_ms,p90_ms,p95_ms,p99_ms
ResultsRun3,2,sev,remote,high,LdbcShortQuery7MessageReplies,21,55.0,62,64,67,88
ResultsRun3,2,sev,remote,high,LdbcUpdate2AddPostLike,5,64.2,63,67,67,67
ResultsRun3,2,sev,remote,high,LdbcUpdate3AddCommentLike,4,61.0,63,63,63,63
ResultsRun3,2,sev,remote,high,LdbcUpdate4AddForum,2,133.0,64,202,202,202
ResultsRun3,2,sev,remote,high,LdbcUpdate5AddForumMembership,24,61.625,63,68,75,76
ResultsRun3,2,sev,remote,high,LdbcUpdate6AddPost,22,67.68181818181819,53,64,76,333
ResultsRun3,2,sev,remote,high,LdbcUpdate7AddComment,10,66.3,62,88,97,97
ResultsRun3,2,sev,remote,high,LdbcUpdate8AddFriendship,1,111.0,111,111,111,111
ResultsRun3,4,baseline,local,low,LdbcQuery1,25,31.28,34,60,67,77
ResultsRun3,4,baseline,local,low,LdbcQuery10,22,281.95454545454544,283,331,342,390
ResultsRun3,4,baseline,local,low,LdbcQuery11,41,24.146341463414632,25,32,35,66
ResultsRun3,4,baseline,local,low,LdbcQuery12,15,270.6,270,299,299,301
ResultsRun3,4,baseline,local,low,LdbcQuery13,35,3.6,4,5,5,6
ResultsRun3,4,baseline,local,low,LdbcQuery14,13,450.7692307692308,435,898,898,987
ResultsRun3,4,baseline,local,low,LdbcQuery2,18,42.666666666666664,22,37,41,348
ResultsRun3,4,baseline,local,low,LdbcQuery3,10,1724.7,1718,1815,1845,1845
ResultsRun3,4,baseline,local,low,LdbcQuery4,19,19.473684210526315,17,29,30,32
ResultsRun3,4,baseline,local,low,LdbcQuery5,11,1225.1818181818182,1379,1554,1554,1691
ResultsRun3,4,baseline,local,low,LdbcQuery6,5,1335.8,1303,1466,1466,1466
ResultsRun3,4,baseline,local,low,LdbcQuery7,8,43.125,32,71,71,71
ResultsRun3,4,baseline,local,low,LdbcQuery8,15,4.266666666666667,4,7,7,11
ResultsRun3,4,baseline,local,low,LdbcQuery9,4,1957.5,1931,2050,2050,2050
ResultsRun3,4,baseline,local,low,LdbcShortQuery1PersonProfile,291,1.2439862542955327,1,2,2,3
ResultsRun3,4,baseline,local,low,LdbcShortQuery2PersonPosts,291,3.381443298969072,2,6,8,18
ResultsRun3,4,baseline,local,low,LdbcShortQuery3PersonFriends,291,1.9553264604810996,2,3,4,7
ResultsRun3,4,baseline,local,low,LdbcShortQuery4MessageContent,299,1.3979933110367893,1,2,2,5
ResultsRun3,4,baseline,local,low,LdbcShortQuery5MessageCreator,299,1.1772575250836121,1,2,2,3
ResultsRun3,4,baseline,local,low,LdbcShortQuery6MessageForum,299,1.1906354515050168,1,2,2,3
ResultsRun3,4,baseline,local,low,LdbcShortQuery7MessageReplies,299,1.3010033444816054,1,2,2,4
ResultsRun3,4,baseline,local,low,LdbcUpdate2AddPostLike,88,4.1022727272727275,4,5,5,5
ResultsRun3,4,baseline,local,low,LdbcUpdate3AddCommentLike,121,4.016528925619835,4,5,5,7
ResultsRun3,4,baseline,local,low,LdbcUpdate4AddForum,7,5.142857142857143,5,6,6,6
ResultsRun3,4,baseline,local,low,LdbcUpdate5AddForumMembership,297,3.9663299663299663,4,5,5,6
ResultsRun3,4,baseline,local,low,LdbcUpdate6AddPost,59,5.186440677966102,5,7,7,9
ResultsRun3,4,baseline,local,low,LdbcUpdate7AddComment,94,5.308510638297872,5,6,7,7
ResultsRun3,4,baseline,local,low,LdbcUpdate8AddFriendship,12,4.25,4,5,5,5
ResultsRun3,4,baseline,local,medium,LdbcQuery1,25,60.28,59,115,122,126
ResultsRun3,4,baseline,local,medium,LdbcQuery10,22,558.5,565,681,689,707
ResultsRun3,4,baseline,local,medium,LdbcQuery11,41,48.048780487804876,48,75,85,105
ResultsRun3,4,baseline,local,medium,LdbcQuery12,15,517.8666666666667,508,597,597,598
ResultsRun3,4,baseline,local,medium,LdbcQuery13,35,4.9714285714285715,4,11,11,12
ResultsRun3,4,baseline,local,medium,LdbcQuery14,13,901.2307692307693,886,1756,1756,2109
ResultsRun3,4,baseline,local,medium,LdbcQuery2,18,99.55555555555556,52,88,156,844
ResultsRun3,4,baseline,local,medium,LdbcQuery3,10,3467.3,3551,4035,4165,4165
ResultsRun3,4,baseline,local,medium,LdbcQuery4,19,35.05263157894737,29,55,58,66
ResultsRun3,4,baseline,local,medium,LdbcQuery5,11,2435.3636363636365,2494,3240,3240,3660
ResultsRun3,4,baseline,local,medium,LdbcQuery6,5,2521.2,2568,2717,2717,2717
ResultsRun3,4,baseline,local,medium,LdbcQuery7,8,82.125,64,126,135,135
ResultsRun3,4,baseline,local,medium,LdbcQuery8,15,4.733333333333333,4,7,7,14
ResultsRun3,4,baseline,local,medium,LdbcQuery9,4,3931.75,3893,4083,4083,4083
ResultsRun3,4,baseline,local,medium,LdbcShortQuery1PersonProfile,293,2.3959044368600684,2,5,5,8
ResultsRun3,4,baseline,local,medium,LdbcShortQuery2PersonPosts,293,7.075085324232082,5,15,25,35
ResultsRun3,4,baseline,local,medium,LdbcShortQuery3PersonFriends,293,4.426621160409557,3,9,12,17
ResultsRun3,4,baseline,local,medium,LdbcShortQuery4MessageContent,305,2.7114754098360656,2,5,7,12
ResultsRun3,4,baseline,local,medium,LdbcShortQuery5MessageCreator,305,2.3901639344262295,2,4,6,17
ResultsRun3,4,baseline,local,medium,LdbcShortQuery6MessageForum,305,2.2852459016393443,2,4,5,8
ResultsRun3,4,baseline,local,medium,LdbcShortQuery7MessageReplies,305,2.583606557377049,2,5,6,10
ResultsRun3,4,baseline,local,medium,LdbcUpdate2AddPostLike,88,7.715909090909091,7,12,15,18
ResultsRun3,4,baseline,local,medium,LdbcUpdate3AddCommentLike,121,7.768595041322314,7,12,15,24
ResultsRun3,4,baseline,local,medium,LdbcUpdate4AddForum,7,10.285714285714286,11,16,16,16
ResultsRun3,4,baseline,local,medium,LdbcUpdate5AddForumMembership,297,7.6767676767676765,7,11,14,22
ResultsRun3,4,baseline,local,medium,LdbcUpdate6AddPost,59,9.932203389830509,9,15,17,23
ResultsRun3,4,baseline,local,medium,LdbcUpdate7AddComment,94,11.808510638297872,10,17,18,31
ResultsRun3,4,baseline,local,medium,LdbcUpdate8AddFriendship,12,8.333333333333334,6,15,15,33
ResultsRun3,4,baseline,local,high,LdbcQuery1,25,62.8,59,121,189,192
ResultsRun3,4,baseline,local,high,LdbcQuery10,22,490.09090909090907,443,585,696,862
ResultsRun3,4,baseline,local,high,LdbcQuery11,41,53.51219512195122,45,86,100,153
ResultsRun3,4,baseline,local,high,LdbcQuery12,15,561.9333333333333,516,770,770,823
ResultsRun3,4,baseline,local,high,LdbcQuery13,35,6.6,3,7,8,96
ResultsRun3,4,baseline,local,high,LdbcQuery14,13,875.5384615384615,697,1582,1582,2521
ResultsRun3,4,baseline,local,high,LdbcQuery2,18,85.88888888888889,40,86,104,713
ResultsRun3,4,baseline,local,high,LdbcQuery3,10,3255.5,3102,3483,5036,5036
ResultsRun3,4,baseline,local,high,LdbcQuery4,19,30.157894736842106,25,52,55,62
ResultsRun3,4,baseline,local,high,LdbcQuery5,11,2348.7272727272725,2179,3556,3556,3602
ResultsRun3,4,baseline,local,high,LdbcQuery6,5,2636.0,2359,3978,3978,3978
ResultsRun3,4,baseline,local,high,LdbcQuery7,8,89.25,58,92,281,281
ResultsRun3,4,baseline,local,high,LdbcQuery8,15,4.066666666666666,2,9,9,20
ResultsRun3,4,baseline,local,high,LdbcQuery9,4,3816.5,3558,4201,4201,4201
ResultsRun3,4,baseline,local,high,LdbcShortQuery1PersonProfile,302,2.3609271523178808,2,4,6,10
ResultsRun3,4,baseline,local,high,LdbcShortQuery2PersonPosts,302,5.774834437086093,4,10,12,41
ResultsRun3,4,baseline,local,high,LdbcShortQuery3PersonFriends,302,3.857615894039735,2,8,11,18
ResultsRun3,4,baseline,local,high,LdbcShortQuery4MessageContent,300,2.1933333333333334,2,4,5,8
ResultsRun3,4,baseline,local,high,LdbcShortQuery5MessageCreator,300,2.14,1,4,5,11
ResultsRun3,4,baseline,local,high,LdbcShortQuery6MessageForum,300,2.0233333333333334,1,4,5,7
ResultsRun3,4,baseline,local,high,LdbcShortQuery7MessageReplies,300,2.67,2,4,7,10
ResultsRun3,4,baseline,local,high,LdbcUpdate2AddPostLike,88,6.613636363636363,6,10,12,15
ResultsRun3,4,baseline,local,high,LdbcUpdate3AddCommentLike,121,6.818181818181818,6,11,13,23
ResultsRun3,4,baseline,local,high,LdbcUpdate4AddForum,7,15.428571428571429,8,22,44,44
ResultsRun3,4,baseline,local,high,LdbcUpdate5AddForumMembership,297,6.97979797979798,6,11,13,24
ResultsRun3,4,baseline,local,high,LdbcUpdate6AddPost,59,9.440677966101696,8,14,16,26
ResultsRun3,4,baseline,local,high,LdbcUpdate7AddComment,94,10.73404255319149,9,16,17,29
ResultsRun3,4,baseline,local,high,LdbcUpdate8AddFriendship,12,5.583333333333333,4,9,9,13
ResultsRun3,4,baseline,remote,low,LdbcQuery1,2,117.0,94,140,140,140
ResultsRun3,4,baseline,remote,low,LdbcQuery10,2,374.0,366,382,382,382
ResultsRun3,4,baseline,remote,low,LdbcQuery11,4,60.25,60,64,64,64
ResultsRun3,4,baseline,remote,low,LdbcQuery12,2,549.5,373,726,726,726
ResultsRun3,4,baseline,remote,low,LdbcQuery13,4,57.0,40,97,97,97
ResultsRun3,4,baseline,remote,low,LdbcQuery14,1,1120.0,1120,1120,1120,1120
ResultsRun3,4,baseline,remote,low,LdbcQuery2,1,100.0,100,100,100,100
ResultsRun3,4,baseline,remote,low,LdbcQuery3,1,1994.0,1994,1994,1994,1994
ResultsRun3,4,baseline,remote,low,LdbcQuery4,1,75.0,75,75,75,75
ResultsRun3,4,baseline,remote,low,LdbcQuery5,1,776.0,776,776,776,776
ResultsRun3,4,baseline,remote,low,LdbcQuery7,1,239.0,239,239,239,239
ResultsRun3,4,baseline,remote,low,LdbcQuery8,2,155.0,49,261,261,261
ResultsRun3,4,baseline,remote,low,LdbcShortQuery1PersonProfile,24,51.458333333333336,42,67,92,101
ResultsRun3,4,baseline,remote,low,LdbcShortQuery2PersonPosts,24,58.708333333333336,44,104,104,106
ResultsRun3,4,baseline,remote,low,LdbcShortQuery3PersonFriends,24,48.625,39,65,69,97
ResultsRun3,4,baseline,remote,low,LdbcShortQuery4MessageContent,25,49.84,37,69,89,105
ResultsRun3,4,baseline,remote,low,LdbcShortQuery5MessageCreator,25,48.88,37,65,99,101
ResultsRun3,4,baseline,remote,low,LdbcShortQuery6MessageForum,25,46.28,37,65,65,76
ResultsRun3,4,baseline,remote,low,LdbcShortQuery7MessageReplies,25,51.6,39,70,99,106
ResultsRun3,4,baseline,remote,low,LdbcUpdate2AddPostLike,5,48.6,42,61,61,61
ResultsRun3,4,baseline,remote,low,LdbcUpdate3AddCommentLike,4,44.75,44,51,51,51
ResultsRun3,4,baseline,remote,low,LdbcUpdate4AddForum,2,95.5,86,105,105,105
ResultsRun3,4,baseline,remote,low,LdbcUpdate5AddForumMembership,24,45.916666666666664,41,64,68,69
ResultsRun3,4,baseline,remote,low,LdbcUpdate6AddPost,22,56.13636363636363,61,64,65,122
ResultsRun3,4,baseline,remote,low,LdbcUpdate7AddComment,10,52.7,47,67,75,75
ResultsRun3,4,baseline,remote,low,LdbcUpdate8AddFriendship,1,85.0,85,85,85,85
ResultsRun3,4,baseline,remote,medium,LdbcQuery1,2,272.0,189,355,355,355
ResultsRun3,4,baseline,remote,medium,LdbcQuery10,2,875.5,745,1006,1006,1006
ResultsRun3,4,baseline,remote,medium,LdbcQuery11,4,137.5,109,217,217,217
ResultsRun3,4,baseline,remote,medium,LdbcQuery12,2,988.5,717,1260,1260,1260
ResultsRun3,4,baseline,remote,medium,LdbcQuery13,4,61.0,63,65,65,65
ResultsRun3,4,baseline,remote,medium,LdbcQuery14,1,2147.0,2147,2147,2147,2147
ResultsRun3,4,baseline,remote,medium,LdbcQuery2,1,160.0,160,160,160,160
ResultsRun3,4,baseline,remote,medium,LdbcQuery3,1,3097.0,3097,3097,3097,3097
ResultsRun3,4,baseline,remote,medium,LdbcQuery4,1,142.0,142,142,142,142
ResultsRun3,4,baseline,remote,medium,LdbcQuery5,1,1601.0,1601,1601,1601,1601
ResultsRun3,4,baseline,remote,medium,LdbcQuery7,1,340.0,340,340,340,340
ResultsRun3,4,baseline,remote,medium,LdbcQuery8,2,150.5,66,235,235,235
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery1PersonProfile,23,61.04347826086956,64,66,66,67
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery2PersonPosts,23,64.43478260869566,63,77,96,105
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery3PersonFriends,23,62.82608695652174,64,77,83,102
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery4MessageContent,22,61.40909090909091,63,65,78,87
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery5MessageCreator,22,65.13636363636364,65,73,87,103
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery6MessageForum,22,59.5,63,64,65,66
ResultsRun3,4,baseline,remote,medium,LdbcShortQuery7MessageReplies,21,62.666666666666664,64,65,65,80
ResultsRun3,4,baseline,remote,medium,LdbcUpdate2AddPostLike,5,73.4,63,94,94,94
ResultsRun3,4,baseline,remote,medium,LdbcUpdate3AddCommentLike,4,55.25,50,65,65,65
ResultsRun3,4,baseline,remote,medium,LdbcUpdate4AddForum,2,88.5,50,127,127,127
ResultsRun3,4,baseline,remote,medium,LdbcUpdate5AddForumMembership,24,63.208333333333336,64,67,71,84
ResultsRun3,4,baseline,remote,medium,LdbcUpdate6AddPost,22,73.68181818181819,64,83,84,200
ResultsRun3,4,baseline,remote,medium,LdbcUpdate7AddComment,10,73.8,62,102,115,115
ResultsRun3,4,baseline,remote,medium,LdbcUpdate8AddFriendship,1,151.0,151,151,151,151
ResultsRun3,4,baseline,remote,high,LdbcQuery1,2,240.0,208,272,272,272
ResultsRun3,4,baseline,remote,high,LdbcQuery10,2,961.5,892,1031,1031,1031
ResultsRun3,4,baseline,remote,high,LdbcQuery11,4,130.75,107,176,176,176
ResultsRun3,4,baseline,remote,high,LdbcQuery12,2,1131.0,986,1276,1276,1276
ResultsRun3,4,baseline,remote,high,LdbcQuery13,4,64.0,63,66,66,66
ResultsRun3,4,baseline,remote,high,LdbcQuery14,1,2382.0,2382,2382,2382,2382
ResultsRun3,4,baseline,remote,high,LdbcQuery2,1,189.0,189,189,189,189
ResultsRun3,4,baseline,remote,high,LdbcQuery3,1,3360.0,3360,3360,3360,3360
ResultsRun3,4,baseline,remote,high,LdbcQuery4,1,129.0,129,129,129,129
ResultsRun3,4,baseline,remote,high,LdbcQuery5,1,1727.0,1727,1727,1727,1727
ResultsRun3,4,baseline,remote,high,LdbcQuery7,1,481.0,481,481,481,481
ResultsRun3,4,baseline,remote,high,LdbcQuery8,2,184.0,61,307,307,307
ResultsRun3,4,baseline,remote,high,LdbcShortQuery1PersonProfile,24,61.583333333333336,62,65,86,89
ResultsRun3,4,baseline,remote,high,LdbcShortQuery2PersonPosts,24,62.416666666666664,62,80,83,94
ResultsRun3,4,baseline,remote,high,LdbcShortQuery3PersonFriends,24,58.708333333333336,62,65,68,69
ResultsRun3,4,baseline,remote,high,LdbcShortQuery4MessageContent,24,60.416666666666664,62,66,67,67
ResultsRun3,4,baseline,remote,high,LdbcShortQuery5MessageCreator,24,63.958333333333336,63,81,87,103
ResultsRun3,4,baseline,remote,high,LdbcShortQuery6MessageForum,24,62.083333333333336,62,67,80,103
ResultsRun3,4,baseline,remote,high,LdbcShortQuery7MessageReplies,24,60.458333333333336,63,66,67,67
ResultsRun3,4,baseline,remote,high,LdbcUpdate2AddPostLike,5,65.8,64,84,84,84
ResultsRun3,4,baseline,remote,high,LdbcUpdate3AddCommentLike,4,63.0,61,69,69,69
ResultsRun3,4,baseline,remote,high,LdbcUpdate4AddForum,2,126.5,63,190,190,190
ResultsRun3,4,baseline,remote,high,LdbcUpdate5AddForumMembership,24,64.08333333333333,64,72,79,83
ResultsRun3,4,baseline,remote,high,LdbcUpdate6AddPost,22,70.0909090909091,63,78,78,225
ResultsRun3,4,baseline,remote,high,LdbcUpdate7AddComment,10,65.6,62,80,82,82
ResultsRun3,4,baseline,remote,high,LdbcUpdate8AddFriendship,1,140.0,140,140,140,140
ResultsRun3,4,sev,local,low,LdbcQuery1,25,26.56,29,49,55,59
ResultsRun3,4,sev,local,low,LdbcQuery10,22,252.0909090909091,252,295,302,302
ResultsRun3,4,sev,local,low,LdbcQuery11,41,22.609756097560975,22,31,41,49
ResultsRun3,4,sev,local,low,LdbcQuery12,15,229.66666666666666,228,257,257,296
ResultsRun3,4,sev,local,low,LdbcQuery13,35,3.2857142857142856,3,4,5,5
ResultsRun3,4,sev,local,low,LdbcQuery14,13,374.38461538461536,357,723,723,827
ResultsRun3,4,sev,local,low,LdbcQuery2,18,38.0,22,29,50,304
ResultsRun3,4,sev,local,low,LdbcQuery3,10,1443.1,1430,1509,1528,1528
ResultsRun3,4,sev,local,low,LdbcQuery4,19,19.68421052631579,17,30,31,43
ResultsRun3,4,sev,local,low,LdbcQuery5,11,1067.8181818181818,1208,1384,1384,1465
ResultsRun3,4,sev,local,low,LdbcQuery6,5,1155.2,1126,1281,1281,1281
ResultsRun3,4,sev,local,low,LdbcQuery7,8,34.25,28,48,54,54
ResultsRun3,4,sev,local,low,LdbcQuery8,15,3.2,3,4,4,6
ResultsRun3,4,sev,local,low,LdbcQuery9,4,1577.0,1558,1615,1615,1615
ResultsRun3,4,sev,local,low,LdbcShortQuery1PersonProfile,296,1.402027027027027,1,2,2,3
ResultsRun3,4,sev,local,low,LdbcShortQuery2PersonPosts,296,3.347972972972973,3,6,8,16
ResultsRun3,4,sev,local,low,LdbcShortQuery3PersonFriends,296,2.152027027027027,2,3,4,7
ResultsRun3,4,sev,local,low,LdbcShortQuery4MessageContent,293,1.4061433447098977,1,2,2,3
ResultsRun3,4,sev,local,low,LdbcShortQuery5MessageCreator,293,1.3344709897610922,1,2,2,4
ResultsRun3,4,sev,local,low,LdbcShortQuery6MessageForum,293,1.3037542662116042,1,2,2,3
ResultsRun3,4,sev,local,low,LdbcShortQuery7MessageReplies,293,1.5563139931740615,2,2,2,3
ResultsRun3,4,sev,local,low,LdbcUpdate2AddPostLike,88,3.8181818181818183,4,5,6,6
ResultsRun3,4,sev,local,low,LdbcUpdate3AddCommentLike,121,3.553719008264463,3,5,5,6
ResultsRun3,4,sev,local,low,LdbcUpdate4AddForum,7,5.142857142857143,5,6,6,6
ResultsRun3,4,sev,local,low,LdbcUpdate5AddForumMembership,297,3.696969696969697,4,5,5,7
ResultsRun3,4,sev,local,low,LdbcUpdate6AddPost,59,4.423728813559322,4,6,7,9
ResultsRun3,4,sev,local,low,LdbcUpdate7AddComment,94,4.925531914893617,5,6,7,8
ResultsRun3,4,sev,local,low,LdbcUpdate8AddFriendship,12,3.8333333333333335,4,6,6,6
ResultsRun3,4,sev,local,medium,LdbcQuery1,25,65.28,63,118,134,166
ResultsRun3,4,sev,local,medium,LdbcQuery10,22,485.3636363636364,483,621,629,667
ResultsRun3,4,sev,local,medium,LdbcQuery11,41,45.31707317073171,44,73,85,91
ResultsRun3,4,sev,local,medium,LdbcQuery12,15,485.6,466,558,558,562
ResultsRun3,4,sev,local,medium,LdbcQuery13,35,3.914285714285714,4,6,7,9
ResultsRun3,4,sev,local,medium,LdbcQuery14,13,830.4615384615385,730,1631,1631,1762
ResultsRun3,4,sev,local,medium,LdbcQuery2,18,80.27777777777777,45,65,67,659
ResultsRun3,4,sev,local,medium,LdbcQuery3,10,3034.5,3092,3520,3800,3800
ResultsRun3,4,sev,local,medium,LdbcQuery4,19,30.526315789473685,28,46,47,47
ResultsRun3,4,sev,local,medium,LdbcQuery5,11,2208.5454545454545,2095,3204,3204,3348
ResultsRun3,4,sev,local,medium,LdbcQuery6,5,2360.0,2326,2728,2728,2728
ResultsRun3,4,sev,local,medium,LdbcQuery7,8,74.5,62,105,126,126
ResultsRun3,4,sev,local,medium,LdbcQuery8,15,3.8,3,5,5,13
ResultsRun3,4,sev,local,medium,LdbcQuery9,4,3620.0,3603,3746,3746,3746
ResultsRun3,4,sev,local,medium,LdbcShortQuery1PersonProfile,289,2.121107266435986,2,4,5,7
ResultsRun3,4,sev,local,medium,LdbcShortQuery2PersonPosts,289,5.640138408304498,4,11,14,26
ResultsRun3,4,sev,local,medium,LdbcShortQuery3PersonFriends,289,3.5674740484429064,2,6,10,16
ResultsRun3,4,sev,local,medium,LdbcShortQuery4MessageContent,288,2.0416666666666665,1,4,5,7
ResultsRun3,4,sev,local,medium,LdbcShortQuery5MessageCreator,288,1.8506944444444444,1,3,4,6
ResultsRun3,4,sev,local,medium,LdbcShortQuery6MessageForum,288,2.1493055555555554,1,4,5,8
ResultsRun3,4,sev,local,medium,LdbcShortQuery7MessageReplies,288,2.15625,2,4,5,9
ResultsRun3,4,sev,local,medium,LdbcUpdate2AddPostLike,88,6.2727272727272725,5,10,13,17
ResultsRun3,4,sev,local,medium,LdbcUpdate3AddCommentLike,121,6.190082644628099,5,10,13,25
ResultsRun3,4,sev,local,medium,LdbcUpdate4AddForum,7,9.714285714285714,9,10,18,18
ResultsRun3,4,sev,local,medium,LdbcUpdate5AddForumMembership,297,6.36026936026936,6,9,12,20
ResultsRun3,4,sev,local,medium,LdbcUpdate6AddPost,59,7.983050847457627,6,12,17,29
ResultsRun3,4,sev,local,medium,LdbcUpdate7AddComment,94,8.574468085106384,8,13,15,17
ResultsRun3,4,sev,local,medium,LdbcUpdate8AddFriendship,12,8.833333333333334,5,17,17,25
ResultsRun3,4,sev,local,high,LdbcQuery1,25,52.08,54,102,111,183
ResultsRun3,4,sev,local,high,LdbcQuery10,22,500.45454545454544,463,627,687,1054
ResultsRun3,4,sev,local,high,LdbcQuery11,41,45.170731707317074,38,76,88,125
ResultsRun3,4,sev,local,high,LdbcQuery12,15,449.06666666666666,430,524,524,638
ResultsRun3,4,sev,local,high,LdbcQuery13,35,3.914285714285714,4,7,7,9
ResultsRun3,4,sev,local,high,LdbcQuery14,13,872.6153846153846,653,1466,1466,2854
ResultsRun3,4,sev,local,high,LdbcQuery2,18,78.55555555555556,34,90,104,645
ResultsRun3,4,sev,local,high,LdbcQuery3,10,3134.5,2965,3490,4525,4525
ResultsRun3,4,sev,local,high,LdbcQuery4,19,29.210526315789473,24,50,54,65
ResultsRun3,4,sev,local,high,LdbcQuery5,11,2237.818181818182,2316,3032,3032,3820
ResultsRun3,4,sev,local,high,LdbcQuery6,5,2450.2,2180,3610,3610,3610
ResultsRun3,4,sev,local,high,LdbcQuery7,8,79.0,60,71,247,247
ResultsRun3,4,sev,local,high,LdbcQuery8,15,6.0,3,14,14,23
ResultsRun3,4,sev,local,high,LdbcQuery9,4,3283.0,3267,3439,3439,3439
ResultsRun3,4,sev,local,high,LdbcShortQuery1PersonProfile,287,2.1045296167247387,2,4,5,7
ResultsRun3,4,sev,local,high,LdbcShortQuery2PersonPosts,287,5.986062717770035,4,11,18,35
ResultsRun3,4,sev,local,high,LdbcShortQuery3PersonFriends,287,3.519163763066202,2,7,10,15
ResultsRun3,4,sev,local,high,LdbcShortQuery4MessageContent,295,2.2711864406779663,2,4,5,7
ResultsRun3,4,sev,local,high,LdbcShortQuery5MessageCreator,295,1.8711864406779661,1,3,4,10
ResultsRun3,4,sev,local,high,LdbcShortQuery6MessageForum,295,2.0847457627118646,1,4,5,9
ResultsRun3,4,sev,local,high,LdbcShortQuery7MessageReplies,295,2.2508474576271187,2,4,5,7
ResultsRun3,4,sev,local,high,LdbcUpdate2AddPostLike,88,5.886363636363637,5,10,13,16
ResultsRun3,4,sev,local,high,LdbcUpdate3AddCommentLike,121,6.31404958677686,5,9,13,48
ResultsRun3,4,sev,local,high,LdbcUpdate4AddForum,7,6.428571428571429,6,7,12,12
ResultsRun3,4,sev,local,high,LdbcUpdate5AddForumMembership,297,5.582491582491582,5,9,10,16
ResultsRun3,4,sev,local,high,LdbcUpdate6AddPost,59,7.779661016949152,7,12,15,16
ResultsRun3,4,sev,local,high,LdbcUpdate7AddComment,94,7.925531914893617,7,12,14,21
ResultsRun3,4,sev,local,high,LdbcUpdate8AddFriendship,12,5.25,4,9,9,12
ResultsRun3,4,sev,remote,low,LdbcQuery1,2,191.5,124,259,259,259
ResultsRun3,4,sev,remote,low,LdbcQuery10,2,390.5,316,465,465,465
ResultsRun3,4,sev,remote,low,LdbcQuery11,4,65.5,63,73,73,73
ResultsRun3,4,sev,remote,low,LdbcQuery12,2,486.0,276,696,696,696
ResultsRun3,4,sev,remote,low,LdbcQuery13,4,54.0,38,97,97,97
ResultsRun3,4,sev,remote,low,LdbcQuery14,1,885.0,885,885,885,885
ResultsRun3,4,sev,remote,low,LdbcQuery2,1,87.0,87,87,87,87
ResultsRun3,4,sev,remote,low,LdbcQuery3,1,1593.0,1593,1593,1593,1593
ResultsRun3,4,sev,remote,low,LdbcQuery4,1,72.0,72,72,72,72
ResultsRun3,4,sev,remote,low,LdbcQuery5,1,676.0,676,676,676,676
ResultsRun3,4,sev,remote,low,LdbcQuery7,1,240.0,240,240,240,240
ResultsRun3,4,sev,remote,low,LdbcQuery8,2,133.5,35,232,232,232
ResultsRun3,4,sev,remote,low,LdbcShortQuery1PersonProfile,23,45.78260869565217,34,87,88,100
ResultsRun3,4,sev,remote,low,LdbcShortQuery2PersonPosts,23,59.869565217391305,38,102,103,257
ResultsRun3,4,sev,remote,low,LdbcShortQuery3PersonFriends,23,41.608695652173914,35,64,64,89
ResultsRun3,4,sev,remote,low,LdbcShortQuery4MessageContent,25,47.92,35,86,95,102
ResultsRun3,4,sev,remote,low,LdbcShortQuery5MessageCreator,25,45.44,34,68,89,101
ResultsRun3,4,sev,remote,low,LdbcShortQuery6MessageForum,25,43.56,35,63,71,98
ResultsRun3,4,sev,remote,low,LdbcShortQuery7MessageReplies,25,47.56,36,87,89,101
ResultsRun3,4,sev,remote,low,LdbcUpdate2AddPostLike,5,43.4,39,63,63,63
ResultsRun3,4,sev,remote,low,LdbcUpdate3AddCommentLike,4,43.25,39,51,51,51
ResultsRun3,4,sev,remote,low,LdbcUpdate4AddForum,2,75.5,55,96,96,96
ResultsRun3,4,sev,remote,low,LdbcUpdate5AddForumMembership,24,42.083333333333336,38,56,57,59
ResultsRun3,4,sev,remote,low,LdbcUpdate6AddPost,22,52.45454545454545,60,63,65,112
ResultsRun3,4,sev,remote,low,LdbcUpdate7AddComment,10,49.5,43,65,66,66
ResultsRun3,4,sev,remote,low,LdbcUpdate8AddFriendship,1,82.0,82,82,82,82
ResultsRun3,4,sev,remote,medium,LdbcQuery1,2,291.0,193,389,389,389
ResultsRun3,4,sev,remote,medium,LdbcQuery10,2,837.5,785,890,890,890
ResultsRun3,4,sev,remote,medium,LdbcQuery11,4,123.0,110,165,165,165
ResultsRun3,4,sev,remote,medium,LdbcQuery12,2,892.0,699,1085,1085,1085
ResultsRun3,4,sev,remote,medium,LdbcQuery13,4,58.75,61,62,62,62
ResultsRun3,4,sev,remote,medium,LdbcQuery14,1,1870.0,1870,1870,1870,1870
ResultsRun3,4,sev,remote,medium,LdbcQuery2,1,199.0,199,199,199,199
ResultsRun3,4,sev,remote,medium,LdbcQuery3,1,3190.0,3190,3190,3190,3190
ResultsRun3,4,sev,remote,medium,LdbcQuery4,1,157.0,157,157,157,157
ResultsRun3,4,sev,remote,medium,LdbcQuery5,1,1476.0,1476,1476,1476,1476
ResultsRun3,4,sev,remote,medium,LdbcQuery7,1,411.0,411,411,411,411
ResultsRun3,4,sev,remote,medium,LdbcQuery8,2,121.0,61,181,181,181
